Frame,X,Y,Probability
183833,148.0,160.0,0.87
183834,149.0,163.0,0.88
183835,148.0,165.0,0.87
183836,147.0,165.0,0.88
183837,146.0,164.0,0.88
183838,145.0,163.0,0.87
183839,144.0,162.0,0.87
183840,143.0,161.0,0.87
183841,142.0,160.0,0.87
183842,141.0,159.0,0.87
183843,140.0,159.0,0.86
183844,139.0,158.0,0.87
183845,139.0,158.0,0.88
183846,138.0,157.0,0.87
183847,137.0,156.0,0.88
183848,136.0,153.0,0.87
183849,134.0,149.0,0.87
183850,133.0,142.0,0.86
183851,133.0,136.0,0.84
183852,133.0,127.0,0.85
183853,137.0,119.0,0.85
183854,141.0,112.0,0.87
183855,145.0,106.0,0.89
183856,150.0,99.0,0.9
183857,157.0,94.0,0.87
183858,166.0,87.0,0.79
183877,161.0,90.0,0.79
183878,155.0,101.0,0.89
183879,148.0,111.0,0.88
183880,144.0,124.0,0.87
183881,143.0,137.0,0.88
183882,145.0,147.0,0.88
183883,146.0,154.0,0.88
183884,145.0,158.0,0.88
183885,147.0,162.0,0.87
183886,146.0,164.0,0.87
183887,145.0,164.0,0.88
183888,143.0,164.0,0.88
183889,143.0,164.0,0.87
183890,142.0,163.0,0.86
183891,141.0,162.0,0.86
183892,141.0,162.0,0.87
183893,140.0,161.0,0.86
183894,140.0,161.0,0.86
183895,139.0,160.0,0.86
183896,139.0,159.0,0.87
183897,138.0,158.0,0.86
183898,138.0,157.0,0.86
183899,137.0,155.0,0.86
183900,136.0,152.0,0.86
183901,134.0,148.0,0.85
183902,133.0,142.0,0.85
183903,134.0,135.0,0.82
183904,133.0,126.0,0.84
183905,135.0,115.0,0.85
183906,141.0,108.0,0.89
183907,147.0,100.0,0.87
183908,155.0,95.0,0.86
183909,164.0,85.0,0.78
183929,162.0,91.0,0.84
183930,155.0,99.0,0.88
183931,149.0,108.0,0.89
183932,145.0,117.0,0.88
183933,145.0,129.0,0.87
183934,145.0,139.0,0.89
183935,146.0,148.0,0.89
183936,147.0,153.0,0.88
183937,146.0,156.0,0.88
183938,145.0,158.0,0.88
183939,143.0,159.0,0.87
183940,143.0,158.0,0.87
183941,142.0,157.0,0.86
183942,140.0,154.0,0.86
183943,140.0,152.0,0.86
183944,139.0,150.0,0.87
183945,138.0,148.0,0.86
183946,138.0,145.0,0.86
183947,137.0,143.0,0.85
183948,136.0,140.0,0.84
183949,136.0,136.0,0.84
183950,136.0,130.0,0.84
183951,135.0,121.0,0.85
183952,137.0,111.0,0.87
183953,143.0,105.0,0.88
183954,149.0,96.0,0.89
183955,159.0,92.0,0.86
183956,166.0,81.0,0.77
183977,161.0,91.0,0.83
183978,155.0,99.0,0.89
183979,149.0,109.0,0.89
183980,145.0,121.0,0.88
183981,144.0,132.0,0.88
183982,143.0,141.0,0.88
183983,143.0,149.0,0.87
183984,143.0,153.0,0.88
183985,143.0,156.0,0.88
183986,143.0,158.0,0.89
183987,143.0,159.0,0.88
183988,142.0,158.0,0.86
183989,141.0,157.0,0.86
183990,139.0,156.0,0.86
183991,139.0,155.0,0.87
183992,139.0,154.0,0.86
183993,138.0,152.0,0.86
183994,137.0,150.0,0.86
183995,135.0,148.0,0.85
183996,135.0,146.0,0.84
183997,134.0,144.0,0.84
183998,134.0,140.0,0.82
183999,134.0,135.0,0.82
184000,133.0,129.0,0.83
184001,132.0,115.0,0.85
184002,137.0,108.0,0.87
184003,145.0,100.0,0.9
184004,152.0,93.0,0.88
184005,162.0,86.0,0.82
184026,165.0,90.0,0.79
184027,158.0,99.0,0.88
184028,152.0,110.0,0.88
184029,148.0,122.0,0.9
184030,148.0,134.0,0.88
184031,147.0,144.0,0.89
184032,149.0,151.0,0.89
184033,148.0,156.0,0.88
184034,149.0,160.0,0.88
184035,149.0,163.0,0.87
184036,148.0,164.0,0.87
184037,147.0,165.0,0.87
184038,147.0,165.0,0.88
184039,146.0,164.0,0.87
184040,143.0,162.0,0.87
184041,142.0,159.0,0.86
184042,141.0,157.0,0.86
184043,140.0,154.0,0.86
184044,139.0,152.0,0.87
184045,138.0,149.0,0.86
184046,137.0,146.0,0.87
184047,136.0,142.0,0.85
184048,136.0,137.0,0.85
184049,135.0,130.0,0.85
184050,134.0,118.0,0.86
184051,138.0,110.0,0.87
184052,145.0,101.0,0.9
184053,153.0,94.0,0.88
184054,163.0,87.0,0.81
184074,165.0,88.0,0.71
184075,159.0,95.0,0.87
184076,153.0,106.0,0.89
184077,147.0,116.0,0.88
184078,145.0,128.0,0.88
184079,145.0,139.0,0.89
184080,147.0,148.0,0.89
184081,148.0,155.0,0.89
184082,149.0,159.0,0.87
184083,149.0,161.0,0.87
184084,149.0,162.0,0.87
184085,147.0,163.0,0.87
184086,147.0,163.0,0.88
184087,145.0,162.0,0.86
184088,143.0,160.0,0.87
184089,141.0,158.0,0.86
184090,140.0,155.0,0.86
184091,139.0,153.0,0.86
184092,138.0,151.0,0.86
184093,137.0,149.0,0.86
184094,136.0,145.0,0.85
184095,135.0,141.0,0.84
184096,135.0,136.0,0.86
184097,133.0,128.0,0.81
184098,132.0,116.0,0.86
184099,137.0,108.0,0.88
184100,144.0,100.0,0.89
184101,151.0,92.0,0.87
184102,162.0,87.0,0.83
184134,168.0,87.0,0.83
184135,165.0,91.0,0.87
184136,161.0,99.0,0.89
184137,157.0,107.0,0.89
184138,154.0,115.0,0.87
184139,153.0,123.0,0.88
184140,153.0,129.0,0.89
184141,153.0,136.0,0.87
184142,154.0,141.0,0.87
184143,155.0,143.0,0.88
184144,154.0,143.0,0.88
184145,154.0,142.0,0.87
184146,153.0,140.0,0.87
184147,151.0,136.0,0.88
184148,149.0,131.0,0.89
184149,147.0,123.0,0.89
184150,148.0,114.0,0.89
184151,151.0,104.0,0.89
184152,156.0,96.0,0.88
184153,163.0,90.0,0.87
184154,169.0,82.0,0.78
184188,168.0,87.0,0.78
184189,164.0,93.0,0.86
184190,160.0,101.0,0.87
184191,156.0,110.0,0.89
184192,153.0,119.0,0.9
184193,152.0,128.0,0.89
184194,152.0,137.0,0.88
184195,153.0,146.0,0.89
184196,157.0,154.0,0.88
184197,158.0,159.0,0.87
184198,158.0,161.0,0.87
184199,157.0,162.0,0.88
184200,156.0,161.0,0.87
184201,154.0,160.0,0.87
184202,151.0,158.0,0.88
184203,148.0,153.0,0.88
184204,145.0,148.0,0.88
184205,143.0,143.0,0.88
184206,142.0,137.0,0.87
184207,140.0,128.0,0.87
184208,140.0,118.0,0.87
184209,142.0,110.0,0.88
184210,147.0,103.0,0.89
184211,151.0,96.0,0.89
184212,159.0,92.0,0.88
184213,167.0,84.0,0.8
184237,161.0,96.0,0.86
184238,155.0,105.0,0.9
184239,149.0,115.0,0.89
184240,146.0,127.0,0.88
184241,145.0,138.0,0.89
184242,146.0,147.0,0.89
184243,147.0,154.0,0.89
184244,147.0,159.0,0.88
184245,147.0,163.0,0.87
184246,147.0,165.0,0.87
184247,147.0,167.0,0.87
184248,147.0,167.0,0.87
184249,147.0,168.0,0.87
184250,146.0,168.0,0.87
184251,146.0,168.0,0.87
184252,146.0,168.0,0.87
184253,145.0,168.0,0.87
184254,144.0,167.0,0.86
184255,143.0,167.0,0.86
184256,142.0,165.0,0.86
184257,141.0,163.0,0.86
184258,141.0,162.0,0.88
184259,140.0,160.0,0.87
184260,138.0,159.0,0.86
184261,137.0,156.0,0.87
184262,135.0,153.0,0.87
184263,134.0,150.0,0.86
184264,133.0,146.0,0.86
184265,133.0,141.0,0.83
184266,133.0,134.0,0.78
184267,133.0,129.0,0.83
184268,133.0,120.0,0.81
184269,135.0,111.0,0.86
184270,140.0,105.0,0.89
184271,147.0,99.0,0.89
184272,153.0,93.0,0.88
184273,162.0,88.0,0.82
184294,164.0,93.0,0.85
184295,159.0,103.0,0.89
184296,152.0,113.0,0.88
184297,148.0,126.0,0.88
184298,147.0,140.0,0.89
184299,149.0,151.0,0.89
184300,152.0,159.0,0.87
184301,153.0,164.0,0.88
184302,153.0,167.0,0.88
184303,153.0,169.0,0.87
184304,151.0,171.0,0.87
184305,151.0,172.0,0.88
184306,151.0,173.0,0.87
184307,150.0,173.0,0.86
184308,149.0,172.0,0.88
184309,149.0,171.0,0.87
184310,147.0,170.0,0.87
184311,146.0,169.0,0.88
184312,144.0,167.0,0.87
184313,143.0,166.0,0.86
184314,142.0,164.0,0.86
184315,141.0,162.0,0.87
184316,140.0,160.0,0.86
184317,139.0,156.0,0.86
184318,137.0,153.0,0.87
184319,135.0,148.0,0.86
184320,134.0,142.0,0.85
184321,134.0,134.0,0.84
184322,133.0,123.0,0.85
184323,134.0,113.0,0.87
184324,140.0,106.0,0.89
184325,146.0,99.0,0.89
184326,154.0,94.0,0.86
184327,163.0,87.0,0.79
184348,167.0,91.0,0.8
184349,160.0,101.0,0.88
184350,156.0,113.0,0.87
184351,151.0,125.0,0.88
184352,151.0,138.0,0.88
184353,152.0,150.0,0.88
184354,154.0,158.0,0.87
184355,155.0,163.0,0.88
184356,155.0,166.0,0.88
184357,153.0,167.0,0.88
184358,153.0,168.0,0.88
184359,152.0,168.0,0.87
184360,151.0,168.0,0.88
184361,150.0,167.0,0.86
184362,148.0,166.0,0.86
184363,147.0,166.0,0.87
184364,145.0,163.0,0.87
184365,143.0,160.0,0.87
184366,141.0,158.0,0.86
184367,139.0,154.0,0.87
184368,138.0,150.0,0.87
184369,137.0,145.0,0.87
184370,137.0,138.0,0.86
184371,135.0,129.0,0.87
184372,135.0,116.0,0.85
184373,139.0,108.0,0.88
184374,146.0,100.0,0.89
184375,153.0,94.0,0.89
184376,163.0,87.0,0.81
184396,163.0,95.0,0.85
184397,157.0,104.0,0.89
184398,151.0,116.0,0.89
184399,148.0,129.0,0.88
184400,146.0,141.0,0.88
184401,148.0,152.0,0.89
184402,150.0,160.0,0.87
184403,151.0,165.0,0.88
184404,151.0,167.0,0.88
184405,150.0,169.0,0.87
184406,149.0,170.0,0.87
184407,149.0,170.0,0.88
184408,149.0,170.0,0.87
184409,148.0,170.0,0.86
184410,147.0,170.0,0.88
184411,146.0,169.0,0.87
184412,145.0,168.0,0.88
184413,144.0,167.0,0.86
184414,142.0,165.0,0.86
184415,141.0,162.0,0.86
184416,140.0,161.0,0.86
184417,138.0,159.0,0.87
184418,137.0,157.0,0.86
184419,137.0,154.0,0.86
184420,135.0,151.0,0.86
184421,133.0,146.0,0.85
184422,133.0,141.0,0.83
184423,133.0,134.0,0.8
184424,133.0,126.0,0.81
184425,133.0,115.0,0.84
184426,139.0,106.0,0.88
184427,147.0,100.0,0.88
184428,155.0,94.0,0.87
184429,164.0,86.0,0.82
184451,160.0,96.0,0.85
184452,155.0,107.0,0.88
184453,150.0,117.0,0.88
184454,147.0,129.0,0.88
184455,147.0,139.0,0.89
184456,147.0,146.0,0.89
184457,147.0,150.0,0.88
184458,147.0,154.0,0.89
184459,148.0,158.0,0.87
184460,149.0,161.0,0.87
184461,149.0,162.0,0.87
184462,147.0,162.0,0.87
184463,146.0,160.0,0.87
184464,144.0,158.0,0.87
184465,143.0,155.0,0.87
184466,139.0,151.0,0.86
184467,139.0,147.0,0.87
184468,137.0,142.0,0.87
184469,136.0,136.0,0.87
184470,135.0,127.0,0.86
184471,135.0,116.0,0.87
184472,140.0,109.0,0.87
184473,146.0,102.0,0.89
184474,152.0,96.0,0.89
184475,162.0,91.0,0.86
184496,160.0,95.0,0.86
184497,154.0,105.0,0.89
184498,147.0,115.0,0.88
184499,145.0,126.0,0.87
184500,145.0,138.0,0.88
184501,144.0,146.0,0.87
184502,145.0,153.0,0.88
184503,145.0,157.0,0.88
184504,145.0,160.0,0.88
184505,145.0,162.0,0.87
184506,145.0,163.0,0.86
184507,144.0,164.0,0.87
184508,144.0,164.0,0.87
184509,143.0,163.0,0.87
184510,141.0,161.0,0.86
184511,140.0,160.0,0.86
184512,139.0,159.0,0.86
184513,140.0,158.0,0.86
184514,139.0,157.0,0.87
184515,139.0,155.0,0.87
184516,138.0,154.0,0.86
184517,137.0,152.0,0.88
184518,136.0,150.0,0.87
184519,135.0,147.0,0.87
184520,134.0,143.0,0.87
184521,133.0,137.0,0.85
184522,133.0,130.0,0.85
184523,133.0,121.0,0.84
184524,135.0,109.0,0.87
184525,142.0,104.0,0.88
184526,149.0,97.0,0.89
184527,156.0,91.0,0.85
184528,165.0,84.0,0.79
184551,175.0,94.0,0.78
184552,172.0,105.0,0.88
184553,169.0,116.0,0.89
184554,167.0,129.0,0.88
184555,167.0,142.0,0.86
184556,169.0,154.0,0.87
184557,174.0,165.0,0.85
184558,182.0,172.0,0.86
184559,185.0,177.0,0.86
184560,186.0,181.0,0.87
184561,185.0,183.0,0.86
184562,182.0,185.0,0.86
184563,183.0,187.0,0.86
184564,183.0,187.0,0.86
184565,181.0,187.0,0.87
184566,179.0,186.0,0.88
184567,178.0,185.0,0.87
184568,176.0,185.0,0.86
184569,175.0,184.0,0.86
184570,171.0,183.0,0.87
184571,166.0,180.0,0.87
184572,161.0,177.0,0.87
184573,157.0,173.0,0.88
184574,153.0,169.0,0.88
184575,150.0,165.0,0.88
184576,147.0,160.0,0.89
184577,145.0,154.0,0.9
184578,144.0,147.0,0.88
184579,143.0,138.0,0.88
184580,145.0,130.0,0.89
184581,147.0,124.0,0.89
184582,149.0,116.0,0.89
184583,153.0,111.0,0.87
184584,159.0,107.0,0.88
184585,164.0,102.0,0.88
184586,169.0,95.0,0.86
184587,177.0,93.0,0.74
184606,184.0,93.0,0.71
184607,182.0,98.0,0.86
184608,180.0,107.0,0.86
184609,180.0,118.0,0.87
184610,181.0,128.0,0.86
184611,181.0,137.0,0.87
184612,180.0,147.0,0.87
184613,182.0,157.0,0.86
184614,185.0,165.0,0.86
184615,190.0,171.0,0.87
184616,191.0,176.0,0.87
184617,191.0,182.0,0.87
184618,191.0,188.0,0.87
184619,192.0,191.0,0.86
184620,191.0,194.0,0.87
184621,189.0,196.0,0.87
184622,189.0,198.0,0.87
184623,189.0,199.0,0.87
184624,190.0,200.0,0.86
184625,190.0,200.0,0.87
184626,191.0,200.0,0.87
184627,191.0,200.0,0.87
184628,191.0,199.0,0.87
184629,188.0,198.0,0.87
184630,185.0,197.0,0.88
184631,181.0,196.0,0.87
184632,178.0,195.0,0.88
184633,175.0,193.0,0.86
184634,173.0,192.0,0.87
184635,169.0,189.0,0.88
184636,166.0,187.0,0.88
184637,163.0,183.0,0.89
184638,160.0,178.0,0.88
184639,157.0,173.0,0.89
184640,155.0,168.0,0.88
184641,155.0,164.0,0.88
184642,155.0,160.0,0.88
184643,155.0,154.0,0.89
184644,155.0,147.0,0.89
184645,156.0,140.0,0.89
184646,159.0,131.0,0.88
184647,161.0,123.0,0.89
184648,165.0,116.0,0.89
184649,169.0,111.0,0.87
184650,173.0,105.0,0.87
184651,179.0,100.0,0.85
184652,185.0,96.0,0.77
184685,175.0,96.0,0.75
184686,170.0,102.0,0.86
184687,167.0,111.0,0.87
184688,166.0,120.0,0.88
184689,164.0,129.0,0.88
184690,163.0,137.0,0.88
184691,162.0,143.0,0.86
184692,164.0,150.0,0.86
184693,165.0,156.0,0.85
184694,167.0,161.0,0.85
184695,167.0,165.0,0.85
184696,166.0,168.0,0.86
184697,165.0,171.0,0.87
184698,165.0,174.0,0.87
184699,166.0,176.0,0.87
184700,166.0,177.0,0.87
184701,165.0,177.0,0.87
184702,164.0,176.0,0.87
184703,162.0,174.0,0.88
184704,159.0,171.0,0.87
184705,155.0,166.0,0.86
184706,151.0,160.0,0.86
184707,149.0,154.0,0.88
184708,146.0,148.0,0.89
184709,144.0,141.0,0.87
184710,143.0,134.0,0.88
184711,143.0,125.0,0.88
184712,145.0,117.0,0.88
184713,148.0,112.0,0.88
184714,151.0,105.0,0.9
184715,156.0,101.0,0.88
184716,164.0,97.0,0.86
184717,171.0,91.0,0.84
184744,166.0,101.0,0.86
184745,161.0,108.0,0.89
184746,157.0,116.0,0.89
184747,153.0,125.0,0.89
184748,152.0,136.0,0.89
184749,151.0,146.0,0.89
184750,154.0,157.0,0.88
184751,157.0,167.0,0.87
184752,159.0,173.0,0.88
184753,159.0,176.0,0.88
184754,160.0,180.0,0.88
184755,161.0,182.0,0.89
184756,161.0,183.0,0.88
184757,160.0,184.0,0.88
184758,159.0,184.0,0.88
184759,158.0,184.0,0.88
184760,157.0,183.0,0.88
184761,157.0,183.0,0.87
184762,157.0,183.0,0.87
184763,157.0,183.0,0.88
184764,156.0,183.0,0.87
184765,156.0,182.0,0.87
184766,155.0,182.0,0.88
184767,154.0,181.0,0.87
184768,153.0,180.0,0.88
184769,152.0,178.0,0.87
184770,150.0,177.0,0.87
184771,149.0,175.0,0.87
184772,146.0,173.0,0.87
184773,144.0,171.0,0.87
184774,142.0,168.0,0.87
184775,140.0,165.0,0.86
184776,138.0,162.0,0.88
184777,136.0,157.0,0.87
184778,135.0,151.0,0.88
184779,135.0,144.0,0.86
184780,134.0,135.0,0.87
184781,137.0,129.0,0.88
184782,139.0,123.0,0.89
184783,142.0,117.0,0.88
184784,145.0,113.0,0.88
184785,150.0,109.0,0.89
184786,155.0,104.0,0.88
184787,160.0,99.0,0.86
184788,165.0,95.0,0.88
184789,170.0,89.0,0.79
184805,182.0,97.0,0.86
184806,181.0,104.0,0.86
184807,182.0,116.0,0.87
184808,183.0,127.0,0.86
184809,183.0,136.0,0.87
184810,184.0,145.0,0.85
184811,184.0,153.0,0.84
184812,187.0,162.0,0.85
184813,191.0,171.0,0.86
184814,196.0,177.0,0.85
184815,201.0,184.0,0.84
184816,207.0,190.0,0.84
184817,209.0,194.0,0.86
184818,207.0,196.0,0.85
184819,206.0,199.0,0.86
184820,209.0,201.0,0.88
184821,209.0,201.0,0.88
184822,207.0,202.0,0.87
184823,207.0,203.0,0.87
184824,206.0,204.0,0.86
184825,204.0,204.0,0.86
184826,202.0,205.0,0.87
184827,203.0,205.0,0.87
184828,203.0,205.0,0.87
184829,201.0,205.0,0.87
184830,200.0,205.0,0.86
184831,199.0,205.0,0.87
184832,198.0,205.0,0.87
184833,196.0,205.0,0.87
184834,194.0,204.0,0.88
184835,191.0,202.0,0.87
184836,187.0,200.0,0.87
184837,180.0,197.0,0.87
184838,177.0,193.0,0.88
184839,174.0,190.0,0.87
184840,172.0,188.0,0.87
184841,169.0,184.0,0.87
184842,167.0,181.0,0.88
184843,165.0,178.0,0.88
184844,163.0,173.0,0.88
184845,162.0,169.0,0.88
184846,162.0,165.0,0.87
184847,161.0,160.0,0.88
184848,161.0,152.0,0.88
184849,160.0,143.0,0.87
184850,160.0,134.0,0.87
184851,161.0,127.0,0.87
184852,163.0,121.0,0.88
184853,166.0,115.0,0.87
184854,171.0,114.0,0.86
184855,174.0,110.0,0.86
184856,177.0,106.0,0.88
184857,180.0,102.0,0.87
184858,183.0,98.0,0.85
184859,187.0,97.0,0.7
184888,175.0,98.0,0.8
184889,172.0,104.0,0.86
184890,169.0,111.0,0.88
184891,168.0,119.0,0.88
184892,168.0,125.0,0.86
184893,167.0,130.0,0.88
184894,165.0,134.0,0.89
184895,163.0,139.0,0.89
184896,162.0,145.0,0.87
184897,162.0,150.0,0.88
184898,162.0,156.0,0.89
184899,163.0,162.0,0.89
184900,165.0,168.0,0.88
184901,165.0,172.0,0.88
184902,167.0,175.0,0.87
184903,167.0,177.0,0.88
184904,168.0,179.0,0.88
184905,168.0,179.0,0.88
184906,167.0,179.0,0.88
184907,166.0,178.0,0.87
184908,164.0,176.0,0.88
184909,161.0,174.0,0.89
184910,159.0,170.0,0.88
184911,157.0,166.0,0.87
184912,154.0,161.0,0.88
184913,149.0,154.0,0.89
184914,147.0,147.0,0.89
184915,146.0,140.0,0.89
184916,147.0,133.0,0.88
184917,147.0,127.0,0.88
184918,149.0,119.0,0.88
184919,150.0,112.0,0.88
184920,153.0,107.0,0.89
184921,157.0,102.0,0.88
184922,163.0,97.0,0.87
184923,168.0,91.0,0.83
184924,174.0,89.0,0.78
185008,169.0,91.0,0.77
185009,167.0,94.0,0.83
185010,165.0,95.0,0.86
185011,163.0,97.0,0.86
185012,162.0,100.0,0.87
185013,159.0,103.0,0.88
185014,157.0,108.0,0.89
185015,155.0,114.0,0.88
185016,153.0,121.0,0.89
185017,152.0,126.0,0.87
185018,151.0,130.0,0.88
185019,151.0,135.0,0.88
185020,150.0,140.0,0.87
185021,150.0,146.0,0.88
185022,150.0,151.0,0.88
185023,151.0,157.0,0.88
185024,153.0,160.0,0.87
185025,152.0,161.0,0.88
185026,151.0,159.0,0.88
185027,149.0,156.0,0.89
185028,147.0,151.0,0.88
185029,145.0,144.0,0.88
185030,145.0,138.0,0.88
185031,145.0,133.0,0.88
185032,145.0,126.0,0.87
185033,146.0,121.0,0.88
185034,147.0,115.0,0.89
185035,150.0,108.0,0.89
185036,153.0,102.0,0.88
185037,158.0,97.0,0.85
185038,163.0,92.0,0.85
185039,167.0,86.0,0.8
185064,166.0,91.0,0.73
185065,160.0,100.0,0.88
185066,154.0,109.0,0.89
185067,149.0,119.0,0.88
185068,146.0,127.0,0.87
185069,145.0,136.0,0.89
185070,145.0,145.0,0.89
185071,147.0,155.0,0.9
185072,148.0,161.0,0.89
185073,149.0,165.0,0.88
185074,149.0,168.0,0.89
185075,149.0,169.0,0.88
185076,149.0,170.0,0.87
185077,148.0,170.0,0.87
185078,147.0,169.0,0.88
185079,146.0,169.0,0.88
185080,145.0,168.0,0.88
185081,143.0,168.0,0.87
185082,143.0,167.0,0.87
185083,143.0,167.0,0.87
185084,143.0,167.0,0.87
185085,142.0,166.0,0.86
185086,141.0,166.0,0.87
185087,141.0,164.0,0.87
185088,139.0,161.0,0.88
185089,137.0,158.0,0.87
185090,137.0,154.0,0.88
185091,135.0,148.0,0.87
185092,134.0,141.0,0.85
185093,133.0,131.0,0.87
185094,135.0,124.0,0.87
185095,140.0,118.0,0.87
185096,144.0,110.0,0.87
185097,150.0,104.0,0.89
185098,157.0,97.0,0.85
185099,165.0,91.0,0.81
185118,179.0,92.0,0.8
185119,179.0,99.0,0.87
185120,179.0,109.0,0.88
185121,180.0,120.0,0.87
185122,180.0,130.0,0.86
185123,177.0,139.0,0.85
185124,177.0,151.0,0.86
185125,181.0,162.0,0.87
185126,185.0,171.0,0.87
185127,189.0,178.0,0.87
185128,193.0,183.0,0.88
185129,195.0,187.0,0.87
185130,195.0,190.0,0.88
185131,195.0,192.0,0.87
185132,197.0,193.0,0.87
185133,195.0,194.0,0.88
185134,195.0,195.0,0.88
185135,194.0,196.0,0.87
185136,194.0,196.0,0.87
185137,193.0,197.0,0.88
185138,194.0,197.0,0.88
185139,194.0,198.0,0.87
185140,193.0,197.0,0.88
185141,191.0,197.0,0.88
185142,188.0,195.0,0.87
185143,184.0,194.0,0.87
185144,181.0,193.0,0.87
185145,177.0,192.0,0.87
185146,174.0,190.0,0.87
185147,171.0,189.0,0.88
185148,170.0,189.0,0.87
185149,168.0,188.0,0.87
185150,167.0,188.0,0.88
185151,165.0,187.0,0.88
185152,164.0,186.0,0.88
185153,162.0,183.0,0.88
185154,160.0,180.0,0.88
185155,157.0,174.0,0.88
185156,155.0,167.0,0.89
185157,154.0,159.0,0.88
185158,153.0,151.0,0.89
185159,154.0,145.0,0.89
185160,155.0,137.0,0.89
185161,157.0,129.0,0.88
185162,159.0,121.0,0.88
185163,163.0,114.0,0.89
185164,167.0,108.0,0.87
185165,172.0,104.0,0.88
185166,177.0,100.0,0.88
185167,182.0,97.0,0.86
185168,187.0,94.0,0.71
185214,168.0,99.0,0.82
185215,166.0,103.0,0.87
185216,165.0,108.0,0.86
185217,163.0,112.0,0.85
185218,162.0,115.0,0.86
185219,161.0,119.0,0.85
185220,160.0,124.0,0.84
185221,159.0,130.0,0.84
185222,158.0,134.0,0.85
185223,157.0,140.0,0.87
185224,157.0,146.0,0.87
185225,158.0,151.0,0.85
185226,159.0,154.0,0.84
185227,159.0,156.0,0.85
185228,160.0,158.0,0.84
185229,159.0,158.0,0.84
185230,158.0,157.0,0.83
185231,158.0,157.0,0.85
185232,157.0,155.0,0.85
185233,156.0,152.0,0.84
185234,154.0,147.0,0.86
185235,151.0,142.0,0.85
185236,150.0,136.0,0.86
185237,149.0,130.0,0.86
185238,149.0,123.0,0.87
185239,148.0,116.0,0.86
185240,150.0,108.0,0.85
185241,155.0,102.0,0.85
185242,159.0,99.0,0.85
185243,163.0,95.0,0.87
185244,166.0,91.0,0.86
185245,170.0,88.0,0.79
185306,169.0,90.0,0.72
185307,166.0,96.0,0.85
185308,161.0,101.0,0.87
185309,160.0,108.0,0.88
185310,158.0,113.0,0.86
185311,156.0,117.0,0.86
185312,154.0,122.0,0.87
185313,153.0,128.0,0.88
185314,152.0,133.0,0.88
185315,151.0,138.0,0.88
185316,151.0,144.0,0.88
185317,150.0,148.0,0.89
185318,150.0,152.0,0.88
185319,150.0,154.0,0.88
185320,151.0,156.0,0.87
185321,150.0,155.0,0.88
185322,149.0,153.0,0.89
185323,149.0,151.0,0.89
185324,148.0,148.0,0.88
185325,147.0,143.0,0.88
185326,145.0,137.0,0.88
185327,145.0,130.0,0.88
185328,145.0,123.0,0.88
185329,146.0,116.0,0.88
185330,148.0,108.0,0.89
185331,152.0,102.0,0.87
185332,158.0,99.0,0.87
185333,163.0,94.0,0.86
185334,167.0,89.0,0.84
185335,173.0,85.0,0.76
185364,163.0,96.0,0.86
185365,158.0,105.0,0.89
185366,154.0,115.0,0.88
185367,149.0,124.0,0.89
185368,148.0,135.0,0.88
185369,146.0,144.0,0.89
185370,147.0,152.0,0.89
185371,147.0,158.0,0.89
185372,147.0,162.0,0.88
185373,148.0,166.0,0.88
185374,148.0,168.0,0.88
185375,148.0,169.0,0.87
185376,148.0,170.0,0.87
185377,148.0,171.0,0.87
185378,148.0,173.0,0.87
185379,149.0,173.0,0.88
185380,148.0,173.0,0.87
185381,149.0,174.0,0.87
185382,148.0,174.0,0.87
185383,148.0,174.0,0.87
185384,148.0,174.0,0.87
185385,147.0,173.0,0.88
185386,147.0,173.0,0.88
185387,146.0,172.0,0.87
185388,145.0,170.0,0.88
185389,143.0,168.0,0.87
185390,141.0,166.0,0.87
185391,139.0,164.0,0.88
185392,138.0,162.0,0.87
185393,137.0,159.0,0.87
185394,135.0,155.0,0.87
185395,133.0,149.0,0.87
185396,132.0,140.0,0.81
185397,132.0,132.0,0.84
185398,133.0,123.0,0.86
185399,138.0,117.0,0.86
185400,142.0,110.0,0.88
185401,147.0,105.0,0.88
185402,153.0,98.0,0.84
185403,161.0,95.0,0.85
185404,168.0,88.0,0.82
185424,168.0,93.0,0.81
185425,161.0,101.0,0.87
185426,156.0,111.0,0.87
185427,149.0,122.0,0.89
185428,147.0,135.0,0.88
185429,145.0,146.0,0.89
185430,146.0,156.0,0.89
185431,148.0,162.0,0.88
185432,149.0,167.0,0.88
185433,149.0,169.0,0.87
185434,149.0,170.0,0.88
185435,147.0,170.0,0.86
185436,146.0,171.0,0.87
185437,145.0,171.0,0.88
185438,145.0,170.0,0.87
185439,145.0,169.0,0.86
185440,143.0,168.0,0.87
185441,143.0,168.0,0.87
185442,142.0,167.0,0.86
185443,141.0,165.0,0.87
185444,141.0,164.0,0.87
185445,141.0,163.0,0.86
185446,141.0,162.0,0.86
185447,140.0,161.0,0.87
185448,140.0,160.0,0.86
185449,139.0,160.0,0.86
185450,138.0,159.0,0.86
185451,138.0,157.0,0.87
185452,137.0,154.0,0.87
185453,135.0,151.0,0.88
185454,133.0,146.0,0.86
185455,133.0,139.0,0.83
185456,133.0,133.0,0.84
185457,132.0,123.0,0.84
185458,133.0,113.0,0.87
185459,138.0,108.0,0.88
185460,144.0,101.0,0.89
185461,152.0,97.0,0.88
185462,160.0,91.0,0.82
185485,161.0,95.0,0.84
185486,155.0,104.0,0.89
185487,150.0,115.0,0.89
